term.id,-,term.name,term.units,term.synonyms,term.subClassOf.0.id,term.definition,term.agrovoc,term.defaultProperties.0.term.id,term.defaultProperties.0.value,term.defaultProperties.0.sd,term.defaultProperties.1.term.id,term.defaultProperties.1.value,term.defaultProperties.1.sd,term.defaultProperties.1.description,term.defaultProperties.2.term.id,term.defaultProperties.2.value,term.defaultProperties.2.sd,term.defaultProperties.2.description,term.defaultProperties.3.term.id,term.defaultProperties.3.value,term.defaultProperties.3.sd,term.defaultProperties.3.description,term.defaultProperties.4.term.id,term.defaultProperties.4.value,term.defaultProperties.4.sd,term.defaultProperties.4.description,term.defaultProperties.5.term.id,term.defaultProperties.5.value,term.defaultProperties.5.sd,term.defaultProperties.5.description,term.defaultProperties.6.term.id,term.defaultProperties.6.value,term.defaultProperties.6.sd,term.defaultProperties.6.description,term.defaultProperties.7.term.id,term.defaultProperties.7.value,term.defaultProperties.7.min,term.defaultProperties.7.max,term.defaultProperties.8.term.id,term.defaultProperties.8.value,term.defaultProperties.8.sd,term.defaultProperties.8.description,term.ecoinventReferenceProductId,lookups.0.name,lookups.0.value,lookups.0.dataState,lookups.1.name,lookups.1.value,lookups.1.dataState,lookups.2.name,lookups.2.value,lookups.2.dataState,lookups.3.name,lookups.3.value,lookups.3.dataState,lookups.4.name,lookups.4.value,lookups.4.dataState,lookups.5.name,lookups.5.value,lookups.5.min,lookups.5.max,lookups.5.source,lookups.5.notes,lookups.5.dataState,lookups.6.name,lookups.6.value,lookups.6.min,lookups.6.max,lookups.6.source,lookups.6.notes,lookups.6.dataState,lookups.7.name,lookups.7.value,lookups.7.dataState,lookups.8.name,lookups.8.value,lookups.8.dataState,lookups.9.name,lookups.9.value,lookups.9.dataState,lookups.10.name,lookups.10.value,lookups.10.dataState,lookups.11.name,lookups.11.value,lookups.11.dataState
otherOrganicFertilisersKgN,other Organic Fertilisers Kg N,Other organic fertilisers (kg N),kg N,Other organic fertilizers (kg N),-,"A generic term for organic fertilisers that are not manure, slurry, sludge, compost, or green manure, measured in kg of nitrogen (N).",http://aims.fao.org/aos/agrovoc/c_4592,-,-,-,nitrogenContent,100.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OrganicFertiliserClassification,Other Organic Fertilisers,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,-,not required,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgN;cattleLiquidManureKgN;mushroomCompostKgN,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,FALSE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
otherOrganicFertilisersKgP2O5,other Organic Fertilisers Kg P2O5,Other organic fertilisers (kg P2O5),kg P2O5,Other organic fertilizers (kg P2O5),-,"A generic term for organic fertilisers that are not manure, slurry, sludge, compost, or green manure, measured in kg of phosphorus (P2O5).",http://aims.fao.org/aos/agrovoc/c_4592,-,-,-,-,-,-,-,-,-,-,-,phosphateContentAsP2O5,100.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OrganicFertiliserClassification,Other Organic Fertilisers,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,-,not required,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,-,not required,skipAggregation,TRUE,complete,ANIMAL_MANURE,FALSE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
otherOrganicFertilisersKgK2O,other Organic Fertilisers Kg K2O,Other organic fertilisers (kg K2O),kg K2O,Other organic fertilizers (kg K2O),-,"A generic term for organic fertilisers that are not manure, slurry, sludge, compost, or green manure, measured in kg of potassium (K2O).",http://aims.fao.org/aos/agrovoc/c_4592 ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,potassiumContentAsK2O,100.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OrganicFertiliserClassification,Other Organic Fertilisers,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,-,not required,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,-,not required,skipAggregation,TRUE,complete,ANIMAL_MANURE,FALSE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
compostKgN,compost Kg N,Compost (kg N),kg N,-,-,"A generic term for decayed organic material used as fertiliser, measured in kg of nitrogen (N).",http://aims.fao.org/aos/agrovoc/c_1795 ,-,-,-,nitrogenContent,100.00,-,-,totalAmmoniacalNitrogenContentAsN,10.79,-,Poore & Nemecek (2018),phosphateContentAsP2O5,57.14,-,Poore & Nemecek (2018),potassiumContentAsK2O,107.14,-,Poore & Nemecek (2018),-,-,-,-,carbonContent,3000.00,1500.00,Akratos et al. (2017) https://doi.org/10.1016/B978-0-12-805314-0.00008-X,-,-,-,-,-,-,-,-,https://glossary.ecoinvent.org/ids/f43c95e7-40e6-4ba9-9ab1-d1bc10d3fa79,OrganicFertiliserClassification,Compost,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,0.17,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,0.09,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,0.29,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,0.0500,complete,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,613,complete,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgN;cattleLiquidManureKgN;mushroomCompostKgN,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,FALSE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
greenManureKgN,green Manure Kg N,Green manure (kg N),kg N,-,-,"A generic term for any uprooted or sown crop parts left to wither on a field so that they serve as a mulch and soil amendment, measured in kg of nitrogen (N).",-,-,-,-,nitrogenContent,100.00,-,-,totalAmmoniacalNitrogenContentAsN,0.00,-,Poore & Nemecek (2018),phosphateContentAsP2O5,39.38,-,Poore & Nemecek (2018),potassiumContentAsK2O,134.38,-,Poore & Nemecek (2018),-,-,-,-,carbonContent,10500.00,5250.00,IPCC (2019),-,-,-,-,ligninContent,1825.00,912.50,IPCC (2019),-,OrganicFertiliserClassification,Green Manure,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,0.45,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,0.36,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,0.57,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,0.0525,complete,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgN;cattleLiquidManureKgN;mushroomCompostKgN,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,FALSE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
peatKgN,peat Kg N,Peat (kg N),kg N,-,-,"A generic term for any peat soil, dug up for use as a fertiliser or soil amendment, measured in kg of nitrogen (N).",http://aims.fao.org/aos/agrovoc/c_5647 ,-,-,-,nitrogenContent,100.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,carbonContent,3010.00,2080.00,Watmough et al. (2022) https://doi.org/10.1371/journal.pone.0275149,-,-,-,-,ligninContent,406.31,203.15,Iglovikov and Motorin (2019) https://doi.org/10.1051/e3sconf/201913501004,https://glossary.ecoinvent.org/ids/ecec59b7-367f-421e-8258-c809111a9923,OrganicFertiliserClassification,Other Organic Fertilisers,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,-,not required,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,652,complete,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgN;cattleLiquidManureKgN;mushroomCompostKgN,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,FALSE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
fixedNitrogenFromPreviousCropKgN,"fixed Nitrogen, From Previous Crop Kg N","Fixed nitrogen, from previous crop (kg N)",kg N,Eluviated N; Eluviated Nitrogen; N fixation; Nitrogen fixation; N eluviation; Nitrogen eluviation,-,"Nitrogen, fixed by the prior crop in the rotation, to the current crop, measured in kg of nitrogen (N).",-,-,-,-,nitrogenContent,100.00,-,-,-,-,-,-,phosphateContentAsP2O5,0.00,-,-,potassiumContentAsK2O,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OrganicFertiliserClassification,Fixed Nitrogen,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,-,not required,IPCC_2019_FRACGASM_NH3-N,-,-,-,-,The IPCC (2006) guidelines excluded fixed nitrogen as a source of direct or indirect field emissions.,not required,IPCC_2019_FRACGASM_NOx-N,-,-,-,-,The IPCC (2006) guidelines excluded fixed nitrogen as a source of direct or indirect field emissions.,not required,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgN;cattleLiquidManureKgN;mushroomCompostKgN,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,FALSE,complete,PRACTICE_INCREASING_C_INPUT,FALSE,complete
fixedNitrogenFromCurrentCropKgN,"fixed Nitrogen, From Current Crop Kg N","Fixed nitrogen, from current crop (kg N)",kg N,Eluviated N; Eluviated Nitrogen; N fixation; Nitrogen fixation; N eluviation; Nitrogen eluviation,-,"Nitrogen, fixed by a crop growing alongside the current crop, measured in kg of nitrogen (N).",http://aims.fao.org/aos/agrovoc/c_5196 ,-,-,-,nitrogenContent,100.00,-,-,-,-,-,-,phosphateContentAsP2O5,0.00,-,-,potassiumContentAsK2O,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OrganicFertiliserClassification,Fixed Nitrogen,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,-,not required,IPCC_2019_FRACGASM_NH3-N,-,-,-,-,The IPCC (2006) guidelines excluded fixed nitrogen as a source of direct or indirect field emissions.,not required,IPCC_2019_FRACGASM_NOx-N,-,-,-,-,The IPCC (2006) guidelines excluded fixed nitrogen as a source of direct or indirect field emissions.,not required,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgN;cattleLiquidManureKgN;mushroomCompostKgN,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,FALSE,complete,PRACTICE_INCREASING_C_INPUT,FALSE,complete
mushroomCompostKgN,mushroom Compost Kg N,Mushroom compost (kg N),kg N,Spent Mushroom Substrate; SMS,compostKgN,"Used or “spent” compost from mushroom farming. It is some combination of manures, wheat straw, corn cobs, feather meal, peanut meal, peat moss, lime, etc, measured in kg of nitrogen (N). Can have high soluble salt levels and should be fully incorporated and watered prior to planting, measured in kg of nitrogen (N).",http://aims.fao.org/aos/agrovoc/c_b257ca1f ,-,-,-,nitrogenContent,100.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,carbonContent,1279.00,100.00,Fidanza et al. (2010) https://doi.org/10.21273/HORTTECH.20.2.449,-,-,-,-,-,-,-,-,-,OrganicFertiliserClassification,Compost,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,0.17,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,0.09,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,0.29,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,0.0500,complete,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgN;cattleLiquidManureKgN;mushroomCompostKgN,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,FALSE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
cattleSolidManureFreshKgN,"cattle, Solid Manure, Fresh Kg N","Cattle, solid manure, fresh (kg N)",kg N,-,manureFreshKgN,"Fresh manure from cattle, measured in kg of nitrogen (N).",-,-,-,-,nitrogenContent,100.00,-,-,totalAmmoniacalNitrogenContentAsN,11.56,9.77,Poore & Nemecek (2018),phosphateContentAsP2O5,51.91,-,Poore & Nemecek (2018),potassiumContentAsK2O,144.40,-,Poore & Nemecek (2018),-,-,-,-,carbonContent,1750.00,875.00,IPCC (2019),-,-,-,-,ligninContent,415.31,207.66,IPCC (2019),https://glossary.ecoinvent.org/ids/ed56bc72-4186-40ab-a961-b8c0b49b64c8,OrganicFertiliserClassification,Solid,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,0.21,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,0.15,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,0.28,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,0.0325,complete,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgN;cattleLiquidManureKgN;mushroomCompostKgN,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,TRUE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
dairyCattleSolidManureFreshKgN,"dairy Cattle, Solid Manure, Fresh Kg N","Dairy cattle, solid manure, fresh (kg N)",kg N,-,cattleSolidManureFreshKgN,"Fresh manure from dairy cattle, measured in kg of nitrogen (N).",-,-,-,-,nitrogenContent,100.00,-,-,totalAmmoniacalNitrogenContentAsN,18.00,8.80,Poore & Nemecek (2018),phosphateContentAsP2O5,50.92,-,Poore & Nemecek (2018),potassiumContentAsK2O,151.69,-,Poore & Nemecek (2018),-,-,-,-,carbonContent,1600.00,800.00,IPCC (2019),-,-,-,-,ligninContent,481.48,240.74,IPCC (2019),https://glossary.ecoinvent.org/ids/ed56bc72-4186-40ab-a961-b8c0b49b64c8,OrganicFertiliserClassification,Solid,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,0.21,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,0.15,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,0.28,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,0.0325,complete,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgN;cattleLiquidManureKgN;mushroomCompostKgN,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,TRUE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
beefCattleSolidManureFreshKgN,"beef Cattle, Solid Manure, Fresh Kg N","Beef cattle, solid manure, fresh (kg N)",kg N,-,cattleSolidManureFreshKgN,"Fresh manure from beef cattle, measured in kg of nitrogen (N).",-,-,-,-,nitrogenContent,100.00,-,-,totalAmmoniacalNitrogenContentAsN,8.20,8.40,Poore & Nemecek (2018),phosphateContentAsP2O5,52.88,-,Poore & Nemecek (2018),potassiumContentAsK2O,125.09,-,Poore & Nemecek (2018),-,-,-,-,carbonContent,1900.00,950.00,IPCC (2019),-,-,-,-,ligninContent,346.15,173.08,IPCC (2019),https://glossary.ecoinvent.org/ids/ed56bc72-4186-40ab-a961-b8c0b49b64c8,OrganicFertiliserClassification,Solid,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,0.21,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,0.15,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,0.28,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,0.0325,complete,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgN;cattleLiquidManureKgN;mushroomCompostKgN,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,TRUE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
sheepAndGoatsSolidManureFreshKgN,"sheep And Goats, Solid Manure, Fresh Kg N","Sheep and goats, solid manure, fresh (kg N)",kg N,-,manureFreshKgN,"Fresh manure from sheep and/or goats, measured in kg of nitrogen (N).",-,-,-,-,nitrogenContent,100.00,-,-,totalAmmoniacalNitrogenContentAsN,10.00,-,Poore & Nemecek (2018),phosphateContentAsP2O5,59.70,-,Poore & Nemecek (2018),potassiumContentAsK2O,179.10,-,Poore & Nemecek (2018),-,-,-,-,carbonContent,1100.00,550.00,IPCC (2019),-,-,-,-,ligninContent,388.06,194.03,IPCC (2019),-,OrganicFertiliserClassification,Solid,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,0.21,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,0.15,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,0.28,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,0.0325,complete,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgN;cattleLiquidManureKgN;mushroomCompostKgN,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,TRUE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
sheepSolidManureFreshKgN,"sheep, Solid Manure, Fresh Kg N","Sheep, solid manure, fresh (kg N)",kg N,-,sheepAndGoatsSolidManureFreshKgN,"Fresh manure from sheep, measured in kg of nitrogen (N).",-,-,-,-,nitrogenContent,100.00,-,-,totalAmmoniacalNitrogenContentAsN,10.00,-,Poore & Nemecek (2018),phosphateContentAsP2O5,59.70,-,Poore & Nemecek (2018),potassiumContentAsK2O,179.10,-,Poore & Nemecek (2018),-,-,-,-,carbonContent,1100.00,550.00,IPCC (2019),-,-,-,-,ligninContent,388.06,194.03,IPCC (2019),-,OrganicFertiliserClassification,Solid,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,0.21,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,0.15,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,0.28,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,0.0325,complete,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgN;cattleLiquidManureKgN;mushroomCompostKgN,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,TRUE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
goatsSolidManureFreshKgN,"goats, Solid Manure, Fresh Kg N","Goats, solid manure, fresh (kg N)",kg N,-,sheepAndGoatsSolidManureFreshKgN,"Fresh manure from goats, measured in kg of nitrogen (N).",-,-,-,-,nitrogenContent,100.00,-,-,totalAmmoniacalNitrogenContentAsN,10.00,-,Poore & Nemecek (2018),phosphateContentAsP2O5,59.70,-,Poore & Nemecek (2018),potassiumContentAsK2O,179.10,-,Poore & Nemecek (2018),-,-,-,-,carbonContent,1100.00,550.00,IPCC (2019),-,-,-,-,ligninContent,388.06,194.03,IPCC (2019),-,OrganicFertiliserClassification,Solid,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,0.21,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,0.15,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,0.28,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,0.0325,complete,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgN;cattleLiquidManureKgN;mushroomCompostKgN,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,TRUE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
poultrySolidManureFreshKgN,"poultry, Solid Manure, Fresh Kg N","Poultry, solid manure, fresh (kg N)",kg N,Chicken manure,manureFreshKgN,"Fresh manure from poultry, measured in kg of nitrogen (N).",-,-,-,-,nitrogenContent,100.00,-,-,totalAmmoniacalNitrogenContentAsN,32.92,18.92,Poore & Nemecek (2018),phosphateContentAsP2O5,99.82,-,Poore & Nemecek (2018),potassiumContentAsK2O,87.59,-,Poore & Nemecek (2018),-,-,-,-,carbonContent,1000.00,500.00,IPCC (2019),-,-,-,-,ligninContent,110.16,55.08,IPCC (2019),https://glossary.ecoinvent.org/ids/4aeb622f-8675-4449-889b-bca8bbb3d44a,OrganicFertiliserClassification,Solid,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,0.21,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,0.15,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,0.28,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,0.0325,complete,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgN;cattleLiquidManureKgN;mushroomCompostKgN,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,TRUE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
chickenBroilersSolidManureFreshKgN,"chicken Broilers, Solid Manure, Fresh Kg N","Chicken (broilers), solid manure, fresh (kg N)",kg N,Chicken manure,poultrySolidManureFreshKgN,"Fresh manure from broiler hens, measured in kg of nitrogen (N).",-,-,-,-,nitrogenContent,100.00,-,-,totalAmmoniacalNitrogenContentAsN,30.00,13.00,Poore & Nemecek (2018),phosphateContentAsP2O5,88.53,-,Poore & Nemecek (2018),potassiumContentAsK2O,93.08,-,Poore & Nemecek (2018),-,-,-,-,carbonContent,1000.00,500.00,IPCC (2019),-,-,-,-,ligninContent,113.64,56.82,IPCC (2019),https://glossary.ecoinvent.org/ids/4aeb622f-8675-4449-889b-bca8bbb3d44a,OrganicFertiliserClassification,Solid,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,0.21,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,0.15,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,0.28,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,0.0325,complete,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgN;cattleLiquidManureKgN;mushroomCompostKgN,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,TRUE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
